"UserName","Name","DNSHostName","Enabled","IPv4Address","Operating System","Logon Age (days)","Password Age (days)","Dormant (> 90 days)","Password Age (> 30 days)","Delegation Type","Delegation Protocol","Delegation Services","Primary Group ID","SID","SIDHistory","Description","ms-ds-CreatorSid","Last Logon Date","Password LastSet","UserAccountControl","whenCreated","whenChanged","Distinguished Name"
"PB450G5-2118$","PB450G5-2118","PB450G5-2118.solomonedwards.com","True","192.168.1.7","Windows 10 Pro 10.0 (19044)","1163","1163","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36182","","","","9/2/2022 1:48:16 PM","9/2/2022 1:58:54 PM","4096","7/21/2022 3:44:55 PM","9/2/2022 5:59:03 PM","CN=PB450G5-2118,CN=Computers,DC=solomonedwards,DC=com"
"LS340-2310$","LS340-2310","LS340-2310.solomonedwards.com","True","10.32.254.205","Windows 10 Pro for Workstations 10.0 (19044)","1003","1003","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-39840","","","","2/9/2023 12:31:39 PM","2/9/2023 12:42:12 PM","4096","7/25/2022 4:53:24 PM","2/9/2023 5:41:59 PM","CN=LS340-2310,CN=Computers,DC=solomonedwards,DC=com"
"PB450G5-2213$","PB450G5-2213","PB450G5-2213.solomonedwards.com","True","192.168.1.10","Windows 10 Pro 10.0 (19044)","1121","1121","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-39847","","","","10/14/2022 11:56:31 AM","10/14/2022 12:05:08 PM","4096","7/27/2022 12:49:50 AM","10/14/2022 4:05:39 PM","CN=PB450G5-2213,CN=Computers,DC=solomonedwards,DC=com"
"LS340-002006$","LS340-002006","LS340-002006.solomonedwards.com","True","192.168.1.71","Windows 11 Pro for Workstations 10.0 (22621)","1004","1004","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36183","","","","2/8/2023 2:51:35 PM","2/8/2023 2:52:18 PM","4096","7/27/2022 2:56:58 PM","2/8/2023 7:51:53 PM","CN=LS340-002006,CN=Computers,DC=solomonedwards,DC=com"
"LS340-2407$","LS340-2407","LS340-2407.solomonedwards.com","True","10.32.254.201","Windows 10 Pro for Workstations 10.0 (19044)","1009","1009","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36184","","","","2/3/2023 1:34:45 PM","2/3/2023 1:35:14 PM","4096","7/27/2022 4:15:25 PM","2/3/2023 6:35:08 PM","CN=LS340-2407,CN=Computers,DC=solomonedwards,DC=com"
"LVTP14G2-002415$","LVTP14G2-002415","LVTP14G2-002415.solomonedwards.com","True","10.32.254.204","Windows 10 Pro 10.0 (19044)","901","922","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-39864","","","","5/22/2023 10:55:54 AM","5/1/2023 10:00:17 AM","4096","8/15/2022 5:23:39 PM","5/22/2023 2:55:54 PM","CN=LVTP14G2-002415,CN=Computers,DC=solomonedwards,DC=com"
"PHLI-L-6110292Q$","PHLI-L-6110292Q","phli-l-6110292q.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","6311","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-8260","","","","2/1/2013 2:19:28 PM","7/29/2008 3:30:29 PM","4096","7/29/2008 7:30:29 PM","5/13/2021 2:40:14 PM","CN=PHLI-L-6110292Q,CN=Computers,DC=solomonedwards,DC=com"
"PHLC-L-73001Y6Y$","PHLC-L-73001Y6Y","PHLC-L-73001Y6Y.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","5384","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-7805","","","","2/1/2013 2:20:35 PM","2/11/2011 11:55:57 AM","4096","10/30/2007 3:52:34 PM","5/13/2021 2:39:43 PM","CN=PHLC-L-73001Y6Y,CN=Computers,DC=solomonedwards,DC=com"
"SOLOMON-WEBAPPS$","SOLOMON-WEBAPPS","SOLOMON-WebApps.solomonedwards.com","True",,"Windows Server 2012 R2 Standard 6.3 (9600)","665","674","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-24568","","","","1/12/2024 7:33:03 PM","1/4/2024 4:11:50 AM","4096","10/9/2015 9:08:43 PM","1/13/2024 12:33:03 AM","CN=SOLOMON-WEBAPPS,OU=Sharepoint,OU=SEG Servers,DC=solomonedwards,DC=com"
"HOUC-L-840DGZT$","HOUC-L-840DGZT","HOUC-L-840DGZT.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4118","4118","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18394","","","","7/31/2014 10:15:42 AM","7/31/2014 10:14:02 AM","4096","7/31/2014 2:14:02 PM","5/13/2021 2:40:18 PM","CN=HOUC-L-840DGZT,CN=Computers,DC=solomonedwards,DC=com"
"SURFACEP7-2510$","SURFACEP7-2510","SurfaceP7-2510.solomonedwards.com","True",,"Windows 11 Pro for Workstations 10.0 (26100)","9","299","False","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-39868","","","","10/30/2025 4:01:32 PM","1/13/2025 9:35:28 AM","4096","8/17/2022 8:03:19 PM","10/30/2025 8:01:10 PM","CN=SURFACEP7-2510,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-444029VK$","PHL-L-444029VK","PHL-L-444029VK.solomonedwards.com","True",,"Windows 10 Pro 10.0 (10586)","3019","3019","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-26783","","","","8/3/2017 8:43:16 AM","8/3/2017 8:56:36 AM","4096","1/27/2017 8:52:30 PM","5/13/2021 2:40:26 PM","CN=PHL-L-444029VK,CN=Computers,DC=solomonedwards,DC=com"
"DCC-L-5303PTK$","DCC-L-5303PTK","dcc-l-5303ptk.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4663","4674","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-9607","","","","2/1/2013 2:26:40 PM","1/21/2013 10:43:07 AM","4096","2/15/2010 7:10:55 PM","5/13/2021 2:40:19 PM","CN=DCC-L-5303PTK,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-444029YW$","HOUC-L-444029YW","HOUC-L-444029YW.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3656","3656","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-24084","","","","11/5/2015 12:01:51 PM","11/5/2015 12:06:48 PM","4096","6/19/2015 3:45:59 PM","5/13/2021 2:40:23 PM","CN=HOUC-L-444029YW,CN=Computers,DC=solomonedwards,DC=com"
"PHLC-L-44402B5B$","PHLC-L-44402B5B","PHLC-L-44402B5B.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4663","4657","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-15426","","","","2/1/2013 2:21:09 PM","2/7/2013 3:56:11 PM","4096","11/14/2012 12:27:42 PM","5/13/2021 2:40:15 PM","CN=PHLC-L-44402B5B,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-002190$","PB440G5-002190","PB440G5-002190.solomonedwards.com","True",,"Windows 10 Pro 10.0 (17763)","2488","2488","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-31583","","","","1/16/2019 4:36:33 PM","1/16/2019 4:36:29 PM","4096","1/16/2019 9:36:29 PM","5/13/2021 2:40:28 PM","CN=PB440G5-002190,CN=Computers,DC=solomonedwards,DC=com"
"LVTP14G2-002416$","LVTP14G2-002416","LVTP14G2-002416.solomonedwards.com","True","192.168.1.208","Windows 10 Pro 10.0 (19045)","975","975","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36196","","","","3/9/2023 8:10:36 AM","3/9/2023 8:10:36 AM","4096","8/22/2022 7:19:31 PM","3/9/2023 1:10:36 PM","CN=LVTP14G2-002416,CN=Computers,DC=solomonedwards,DC=com"
"CHIC-L-E8403BWR$","CHIC-L-E8403BWR","CHIC-L-E8403BWR.solomonedwards.com","True","192.168.3.106","Windows 10 Pro 10.0 (15063)","3018","3018","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21540","","","","8/4/2017 12:53:03 AM","8/4/2017 3:05:12 AM","4096","12/15/2014 7:12:30 PM","5/13/2021 2:40:26 PM","CN=CHIC-L-E8403BWR,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-EDGE2MY3$","HOUC-L-EDGE2MY3","HOUC-L-EDGE2MY3.solomonedwards.com","True","192.168.12.165","Windows 7 Professional Service Pack 1 6.1 (7601)","3652","3652","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-14325","","","","11/9/2015 10:45:34 AM","11/9/2015 10:54:49 AM","4096","2/17/2012 3:29:49 PM","5/13/2021 2:40:23 PM","CN=HOUC-L-EDGE2MY3,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-2120$","PB440G5-2120","PB440G5-2120.solomonedwards.com","True","10.32.254.204","Windows 10 Pro 10.0 (19044)","1135","1135","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36197","","","","9/30/2022 12:44:16 PM","9/30/2022 12:45:24 PM","4096","8/23/2022 4:09:25 PM","9/30/2022 4:45:25 PM","CN=PB440G5-2120,CN=Computers,DC=solomonedwards,DC=com"
"SRV-ADMT1$","SRV-ADMT1","SRV-ADMT1.solomonedwards.com","True","192.168.8.72","Windows Server 2008 R2 Standard Service Pack 1 6.1 (7601)","3650","3653","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18399","","","","11/11/2015 1:01:39 AM","11/7/2015 9:33:51 PM","4096","9/23/2013 9:06:35 PM","5/13/2021 2:40:23 PM","CN=SRV-ADMT1,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5--2125$","PB440G5--2125","PB440G5--2125.solomonedwards.com","True","192.168.1.13","Windows 11 Pro 10.0 (22621)","876","876","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36199","","","","6/15/2023 6:53:37 PM","6/15/2023 7:05:03 PM","4096","8/24/2022 12:59:24 AM","6/15/2023 11:05:21 PM","CN=PB440G5--2125,CN=Computers,DC=solomonedwards,DC=com"
"LVTB14G2-2511$","LVTB14G2-2511","LVTB14G2-2511.solomonedwards.com","True",,"Windows 10 Pro 10.0 (19042)","1172","1172","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36200","","","","8/24/2022 2:03:19 PM","8/24/2022 2:52:57 PM","4096","8/24/2022 6:03:13 PM","8/24/2022 6:53:12 PM","CN=LVTB14G2-2511,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-8460B8B6$","HOUC-L-8460B8B6","HOUC-L-8460B8B6.solomonedwards.com","False",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4118","4118","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22665","","","","7/31/2014 8:59:52 AM","7/31/2014 8:57:24 AM","4098","7/31/2014 12:57:24 PM","5/13/2021 2:40:18 PM","CN=HOUC-L-8460B8B6,CN=Computers,DC=solomonedwards,DC=com"
"SEG-D10C3066485$","SEG-D10C3066485","seg-d10c3066485.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4660","4679","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-9647","","","","2/4/2013 12:14:34 AM","1/16/2013 1:07:05 AM","4096","3/18/2010 1:41:30 PM","5/13/2021 2:40:19 PM","CN=SEG-D10C3066485,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-002191$","PB440G5-002191","PB440G5-002191.solomonedwards.com","True",,"Windows 10 Pro 10.0 (17763)","2487","2487","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-30115","","","","1/17/2019 10:36:41 AM","1/17/2019 10:36:40 AM","4096","1/17/2019 3:36:40 PM","5/13/2021 2:40:28 PM","CN=PB440G5-002191,CN=Computers,DC=solomonedwards,DC=com"
"SOLOMON-SP-AP01$","SOLOMON-SP-AP01","SOLOMON-SP-AP01.solomonedwards.com","True",,"Windows Server 2012 R2 Standard 6.3 (9600)","665","674","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-24566","","","","1/12/2024 8:28:06 PM","1/4/2024 7:04:53 AM","4096","10/9/2015 8:46:51 PM","1/13/2024 1:28:06 AM","CN=SOLOMON-SP-AP01,OU=Sharepoint,OU=SEG Servers,DC=solomonedwards,DC=com"
"CHI-L-8460B94H$","CHI-L-8460B94H","CHI-L-8460B94H.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3648","3656","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22755","","","","11/13/2015 11:04:01 AM","11/5/2015 9:15:59 AM","4096","9/16/2014 6:44:27 PM","5/13/2021 2:40:23 PM","CN=CHI-L-8460B94H,CN=Computers,DC=solomonedwards,DC=com"
"PHLH-L-E520G3E4$","PHLH-L-E520G3E4","PHLH-L-E520G3E4.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","3008","3019","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-26605","","","","8/14/2017 2:07:25 PM","8/3/2017 11:05:13 AM","4096","2/2/2016 4:29:20 PM","5/13/2021 2:40:26 PM","CN=PHLH-L-E520G3E4,CN=Computers,DC=solomonedwards,DC=com"
"PHLI-L-613001CY$","PHLI-L-613001CY","PHLI-L-613001CY.solomonedwards.com","True",,"Windows XP Professional Service Pack 2 5.1 (2600)","4663","6533","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-8081","","","","2/1/2013 2:19:26 PM","12/20/2007 10:01:23 AM","4096","12/20/2007 3:01:23 PM","5/13/2021 2:39:43 PM","CN=PHLI-L-613001CY,CN=Computers,DC=solomonedwards,DC=com"
"PHLH-L-63100PMT$","PHLH-L-63100PMT","phlh-l-63100pmt.solomonedwards.com","True",,"Windows Vista™ Business Service Pack 2 6.0 (6002)","4663","5372","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-8854","","","","2/1/2013 2:19:33 PM","2/23/2011 11:48:08 AM","4096","9/2/2009 4:39:57 PM","5/13/2021 2:40:14 PM","CN=PHLH-L-63100PMT,CN=Computers,DC=solomonedwards,DC=com"
"PHLA-L-64503374$","PHLA-L-64503374","PHLA-L-64503374.solomonedwards.com","True",,"Windows 7 Professional 6.1 (7600)","4656","4677","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-14404","","","","2/8/2013 12:47:42 PM","1/18/2013 8:24:51 AM","4096","7/11/2012 8:30:06 PM","5/13/2021 2:40:15 PM","CN=PHLA-L-64503374,CN=Computers,DC=solomonedwards,DC=com"
"LVTB14G2-002417$","LVTB14G2-002417","LVTB14G2-002417.solomonedwards.com","True","192.168.86.32","Windows 10 Pro 10.0 (19042)","1158","1158","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36206","","","","9/7/2022 2:44:50 PM","9/7/2022 2:19:15 PM","4096","9/7/2022 6:19:15 PM","9/7/2022 6:46:34 PM","CN=LVTB14G2-002417,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-002192$","PB440G5-002192","PB440G5-002192.solomonedwards.com","True",,"Windows 10 Pro 10.0 (17763)","2487","2487","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-31584","","","","1/17/2019 11:05:57 AM","1/17/2019 11:05:55 AM","4096","1/17/2019 4:05:55 PM","5/13/2021 2:40:28 PM","CN=PB440G5-002192,CN=Computers,DC=solomonedwards,DC=com"
"CHI-D-34000ZK1$","CHI-D-34000ZK1","CHI-D-34000ZK1.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4663","4856","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-13674","","","","2/1/2013 2:27:20 PM","7/23/2012 9:07:05 AM","4096","2/17/2012 4:34:29 PM","5/13/2021 2:40:19 PM","CN=CHI-D-34000ZK1,CN=Computers,DC=solomonedwards,DC=com"
"HOU-L-444003YS$","HOU-L-444003YS","HOU-L-444003YS.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3644","3644","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21516","","","","11/17/2015 10:15:32 AM","11/17/2015 10:27:56 AM","4096","11/17/2014 1:58:33 PM","5/13/2021 2:40:23 PM","CN=HOU-L-444003YS,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-E520G3E4$","PHL-L-E520G3E4","PHL-L-E520G3E4.solomonedwards.com","True",,"Windows 10 Pro 10.0 (15063)","3008","3008","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-29907","","","","8/14/2017 3:42:35 PM","8/14/2017 3:42:34 PM","4096","8/14/2017 7:42:34 PM","5/13/2021 2:40:26 PM","CN=PHL-L-E520G3E4,CN=Computers,DC=solomonedwards,DC=com"
"SOLOMON-SP-DB01$","SOLOMON-SP-DB01","SOLOMON-SP-DB01.solomonedwards.com","True",,"Windows Server 2012 R2 Standard 6.3 (9600)","666","674","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-24565","","","","1/12/2024 5:36:39 PM","1/4/2024 6:23:04 AM","4096","10/9/2015 8:45:27 PM","1/12/2024 10:36:39 PM","CN=SOLOMON-SP-DB01,OU=Sharepoint,OU=SEG Servers,DC=solomonedwards,DC=com"
"DCC-L-4440041S$","DCC-L-4440041S","DCC-L-4440041S.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4644","4644","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-15432","","","","2/20/2013 3:27:05 PM","2/20/2013 3:27:05 PM","4096","11/16/2012 2:14:55 PM","5/13/2021 2:40:18 PM","CN=DCC-L-4440041S,CN=Computers,DC=solomonedwards,DC=com"
"PHLH-D-D22004F4$","PHLH-D-D22004F4","PHLH-D-d22004F4.solomonedwards.com","True",,"Windows XP Professional Service Pack 2 5.1 (2600)","4663","6313","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-3208","","","","2/1/2013 2:19:35 PM","7/26/2008 10:51:30 PM","4096","9/16/2004 9:22:06 PM","5/13/2021 2:40:14 PM","CN=PHLH-D-D22004F4,OU=SEG Computers,DC=solomonedwards,DC=com"
"DCC-L-61300FFK$","DCC-L-61300FFK","DCC-L-61300FFK.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","6186","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-8086","","","","2/1/2013 2:26:35 PM","12/1/2008 1:11:55 PM","4096","1/2/2008 8:32:23 PM","5/13/2021 2:39:43 PM","CN=DCC-L-61300FFK,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-SL510-LRA$","PHL-L-SL510-LRA","PHL-L-SL510-LRAAEHP.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4616","4635","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-11561","","","","3/20/2013 12:36:25 PM","3/1/2013 3:07:11 PM","4096","7/12/2010 7:18:04 PM","5/13/2021 2:40:19 PM","CN=PHL-L-SL510-LRA,CN=Computers,DC=solomonedwards,DC=com"
"TESTGP01$","TESTGP01","TESTGP01.solomonedwards.com","True","192.168.1.55","Windows Server 2012 Standard 6.2 (9200)","3644","3665","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-17932","","","","11/17/2015 2:49:25 PM","10/27/2015 3:37:09 AM","4096","8/6/2013 3:30:59 PM","5/13/2021 2:40:23 PM","CN=TESTGP01,CN=Computers,DC=solomonedwards,DC=com"
"PB450G5-2217$","PB450G5-2217","PB450G5-2217.solomonedwards.com","True",,"Windows 10 Pro 10.0 (18363)","1157","1157","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36207","","","","9/7/2022 8:50:03 PM","9/7/2022 8:49:56 PM","4096","9/8/2022 12:49:56 AM","9/8/2022 12:50:11 AM","CN=PB450G5-2217,CN=Computers,DC=solomonedwards,DC=com"
"PHLC-L-44400XCW$","PHLC-L-44400XCW","PHLC-L-44400XCW.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4113","4134","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-16405","","","","8/5/2014 10:27:56 AM","7/15/2014 10:27:13 AM","4096","12/31/2012 2:13:46 PM","5/13/2021 2:40:18 PM","CN=PHLC-L-44400XCW,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-8460B8TX$","PHL-L-8460B8TX","PHL-L-8460B8TX.solomonedwards.com","False","192.168.1.227","Windows 7 Enterprise Service Pack 1 6.1 (7601)","3644","3644","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-15820","","","","11/17/2015 12:54:54 PM","11/17/2015 12:54:55 PM","4098","3/18/2013 7:40:53 PM","5/13/2021 2:40:23 PM","CN=PHL-L-8460B8TX,CN=Computers,DC=solomonedwards,DC=com"
"SFO-L-E8403B2D$","SFO-L-E8403B2D","SFO-L-E8403B2D.solomonedwards.com","True","192.168.8.130","Windows 7 Professional Service Pack 1 6.1 (7601)","3629","3629","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21787","","","","12/2/2015 6:06:11 PM","12/2/2015 6:12:59 PM","4096","5/20/2015 9:04:31 PM","5/13/2021 2:40:23 PM","CN=SFO-L-E8403B2D,CN=Computers,DC=solomonedwards,DC=com"
"PHLG-L-901017PN$","PHLG-L-901017PN","phlg-l-901017pn.solomonedwards.com","True",,"Windows XP Professional Service Pack 2 5.1 (2600)","4663","6799","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-7493","","","","2/1/2013 2:19:36 PM","3/29/2007 2:35:12 PM","4096","10/23/2006 4:08:43 PM","5/13/2021 2:40:14 PM","CN=PHLG-L-901017PN,CN=Computers,DC=solomonedwards,DC=com"
"PHLA-L-44406B2L$","PHLA-L-44406B2L","PHLA-L-44406B2L.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3006","3019","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21784","","","","8/16/2017 10:57:18 AM","8/3/2017 10:52:29 AM","4096","5/19/2015 8:10:05 PM","5/13/2021 2:40:26 PM","CN=PHLA-L-44406B2L,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-EDGEFK0C9$","PHL-L-EDGEFK0C9","PHL-L-EDGEFK0C9.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4663","4917","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-13145","","","","2/1/2013 2:18:50 PM","5/23/2012 9:24:08 AM","4096","10/5/2011 3:37:03 PM","5/13/2021 2:40:19 PM","CN=PHL-L-EDGEFK0C9,CN=Computers,DC=solomonedwards,DC=com"
"SF-EB840G1-VS$","SF-EB840G1-VS","SF-EB840G1-VS.solomonedwards.com","True",,"Windows 10 Pro 10.0 (17134)","2487","2487","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18582","","","","1/17/2019 12:10:08 PM","1/17/2019 12:20:51 PM","4096","6/8/2016 9:58:35 PM","5/13/2021 2:40:28 PM","CN=SF-EB840G1-VS,CN=Computers,DC=solomonedwards,DC=com"
"SOLOMON-SP-AP02$","SOLOMON-SP-AP02","SOLOMON-SP-AP02.solomonedwards.com","True",,"Windows Server 2012 R2 Standard 6.3 (9600)","666","675","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-24569","","","","1/12/2024 5:19:57 PM","1/2/2024 9:12:48 PM","4096","10/12/2015 12:26:57 PM","1/12/2024 10:19:57 PM","CN=SOLOMON-SP-AP02,OU=Sharepoint,OU=SEG Servers,DC=solomonedwards,DC=com"
"HOUB-L-4440041S$","HOUB-L-4440041S","HOUB-L-4440041S.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3628","3628","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21670","","","","12/3/2015 4:20:07 PM","12/3/2015 4:27:20 PM","4096","3/13/2015 7:26:51 PM","5/13/2021 2:40:23 PM","CN=HOUB-L-4440041S,CN=Computers,DC=solomonedwards,DC=com"
"PB440G4-2104$","PB440G4-2104","PB440G4-2104.solomonedwards.com","True",,"Windows 10 Pro 10.0 (18363)","1156","1156","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36208","","","","9/8/2022 10:06:31 PM","9/8/2022 10:06:22 PM","4096","9/9/2022 2:06:22 AM","9/9/2022 2:06:32 AM","CN=PB440G4-2104,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-4440041S$","HOUC-L-4440041S","HOUC-L-4440041S.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4644","4644","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-16535","","","","2/20/2013 5:59:39 PM","2/20/2013 5:57:49 PM","4096","2/20/2013 10:57:48 PM","5/13/2021 2:40:18 PM","CN=HOUC-L-4440041S,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-840645S$","HOUC-L-840645S","HOUC-L-840645S.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4112","4124","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22653","","","","8/6/2014 2:58:30 PM","7/25/2014 9:27:07 AM","4096","7/25/2014 1:27:07 PM","5/13/2021 2:40:18 PM","CN=HOUC-L-840645S,CN=Computers,DC=solomonedwards,DC=com"
"NJC-L-631001CY$","NJC-L-631001CY","NJC-L-631001CY.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","5392","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-8088","","","","2/1/2013 2:22:50 PM","2/3/2011 10:41:09 AM","4096","1/10/2008 8:07:50 PM","5/13/2021 2:39:43 PM","CN=NJC-L-631001CY,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-444016RQ$","HOUC-L-444016RQ","HOUC-L-444016RQ.solomonedwards.com","True","192.168.12.170","Windows 7 Enterprise Service Pack 1 6.1 (7601)","3005","3028","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22699","","","","8/17/2017 11:09:35 AM","7/25/2017 10:17:01 AM","4096","8/13/2014 6:51:47 PM","5/13/2021 2:40:26 PM","CN=HOUC-L-444016RQ,CN=Computers,DC=solomonedwards,DC=com"
"EB450G5-2175$","EB450G5-2175","EB450G5-2175.solomonedwards.com","True","10.32.254.208","Windows 10 Pro 10.0 (19042)","1135","1153","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36210","","","","9/30/2022 1:36:18 PM","9/12/2022 5:13:07 PM","4096","9/12/2022 9:13:07 PM","9/30/2022 5:37:57 PM","CN=EB450G5-2175,CN=Computers,DC=solomonedwards,DC=com"
"LVTB14G2-002418$","LVTB14G2-002418","LVTB14G2-002418.solomonedwards.com","True","10.32.254.205","Windows 10 Pro 10.0 (19042)","1066","1066","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-39890","","","","12/8/2022 11:37:52 AM","12/8/2022 11:39:36 AM","4096","9/13/2022 3:21:12 PM","12/8/2022 4:40:00 PM","CN=LVTB14G2-002418,CN=Computers,DC=solomonedwards,DC=com"
"LVTB14G2-002419$","LVTB14G2-002419","LVTB14G2-002419.solomonedwards.com","True","192.168.5.166","Windows 10 Pro 10.0 (19045)","120","120","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-36211","","","","7/11/2025 1:48:23 PM","7/11/2025 1:48:54 PM","4096","9/13/2022 3:22:20 PM","7/11/2025 5:49:09 PM","CN=LVTB14G2-002419,CN=Computers,DC=solomonedwards,DC=com"
